id,abb,info,geb,tod,sex,gebOrt,todOrt,alter
12702,P,Perényi; Peter (1490–1548); Ungarischer Kronhüter,1490,1548,m,,Wien,58
12850,P,Hohenzollern; Albrecht (1490–1568); Hochmeister des Deutschen Ordens,1490,1568,m,Ansbach,Tapiau am Pregel,78
15617,S,Colonna; Askan (1490–1557),1490,1557,m,Marino Laziale,Neapel,67
17204,M,Thannhausen; Franz (1490–1548),1490,1548,m,,,58
18642,P,Montfort; Johann (1490–1547); Kämmerer,1490,1547,m,Wasserburg am Bodensee,Neufra an der Donau,57
11803,P,Krusics; Peter (1491–1537),1491,1537,m,Mährenfels in Istrien,Klissa in Dalmatien,46
12853,M,Solms; Reinhard (1491–1562),1491,1562,m,Lich in der Wetterau,Lich in der Wetterau,71
14171,P,Beck von Leopoldsdorf; Mark (1491–1553),1491,1553,m,Mengen in Schwaben,Leopoldsdorf in der Feuchten Ebene,62
16135,P,Croy; Philipp (1491–1549),1491,1549,m,,Brüssel,58
12162,S,Thurzó von Bethlenfalva; Johann (1492–1558),1492,1558,m,Krakau,Zipserhaus,66
12404,S,Lamberg; Kaspar (1492–1548),1492,1548,m,Ortenegg in der Windischen Mark,,56
13179,P,Arco; Niklas (1492–1546); Kämmerer,1492,1546,m,Arco in Tirol,Cavriana,54
14773,S,Maltzan; Joachim (1492–1556),1492,1556,m,Neuburg an der Stepenitz,Penzlin,64
15334,P,Helfenstein; Ludwig (1492–1525),1492,1525,m,Wiesensteig,Weinsberg in Schwaben,33
15618,P,Colonna; Viktoria (1492–1547),1492,1547,w,Marino Laziale,Rom,55
16124,P,Croy; Hadrian (1492–1553),1492,1553,m,,Terenburg,61
17248,P,Zborowski; Martin (1492–1565),1492,1565,m,,,73
10501,P,Fugger; Anton (1493–1560),1493,1560,m,Augsburg,Augsburg,67
11918,P,Wittelsbach; Wilhelm (1493–1550); Herzog in Bayern,1493,1550,m,München,München:Liebfrauenkirche,57
13439,S,Ungnad von Weissenwolff; Johann (1493–1564); Landeshauptmann der Steiermark,1493,1564,m,Sonnegg im Jauntal,Winteritz in Böhmen,71
13765,P,Castaldo; Johann Baptist (1493–1563),1493,1563,m,Cava dei Tirreni,Mailand,70
14565,S,Sfondrati; Franz (1493–1550); Bischof von Cremona,1493,1550,m,Mailand,Cremona,57
14901,F,Herbrot; Jakob (1493–1564),1493,1564,m,Augsburg,Neuburg an der Donau,71
16811,P,Gryfita; Georg (1493–1531); Herzog in Pommern,1493,1531,m,,Stettin,38
17494,F,Rheingraf zum Stein; Johann (1493–1531),1493,1531,m,Dhaun,Kyrburg,38
19520,P,Bombast von Hohenheim; Theophrast (1493–1541),1493,1541,m,Egg an der Sihl,Salzburg,48
19724,P,Sandizell; Margarita (1493–1549),1493,1549,w,,Sierndorf in der Stockerau,56
10942,P,Gonzaga; Ludwig (1494–1548); Markgraf von Castel Goffredo,1494,1548,m,Luzzara,Castel Goffredo,54
11460,P,Hohenzollern; Eitel Friedrich (1494–1525),1494,1525,m,Hechingen,Pavia,31
14135,P,Boyneburg; Konrad (1494–1567); Hofkriegsrat,1494,1567,m,Bischhausen an der Wehre,Schelklingen,73
14372,P,Rosenberg; Adam (1494–1531); Oberstkanzler von Böhmen,1494,1531,m,Neuhaus in Böhmen,Prag,37
16200,P,Capet; Franz (1494–1547); König von Frankreich,1494,1547,m,Cognac,Rambouillet,53
11919,P,Wittelsbach; Ludwig (1495–1545); Graf von Vohburg,1495,1545,m,Grünwald im Isartal,Landshut in Niederbayern,50
12668,F,Marschall von Pappenheim; Wolfgang (1495–1558),1495,1558,m,,Kalden an der Iller,63
13527,P,Lodron; Anna (1495–1556),1495,1556,w,,,61
10224,S,Fürstenberg; Friedrich (1496–1559),1496,1559,m,Wolfach,,63
12856,M,Solms; Otto (1496–1522),1496,1522,m,Lich in der Wetterau,Lich in der Wetterau,26
16701,P,Wasa; Gustav (1496–1560),1496,1560,m,Rydboholm,Stockholm,64
13152,M,Völs; Leonhard (1497–1545); Obersthofmeister,1497,1545,m,,Wien,48
14011,S,Welser von Zinnenberg; Franz (1497–1572),1497,1572,m,Augsburg,Ravensburg im Schussental,75
15759,P,Batthyány; Franz (1497–1566); Ban von Kroatien,1497,1566,m,Schlaining,Güssing,69
16136,S,Croy; Wilhelm (1497–1521); Erzbischof von Toledo,1497,1521,m,,Worms,24
17361,M,Gienger; Georg (1497–1577); Obersthofmarschall,1497,1577,m,Langenau an der Donau,Lorch an der Enns:Minoritenkirche,80
12631,P,Nádasdy; Thomas (1498–1562); Palatin von Ungarn,1498,1562,m,Ofen,Egervár,64
13300,P,Habsburg; Eleonora (1498–1558); Königin von Frankreich,1498,1558,w,Löwen in Brabant,Talavera de la Reina,60
13533,F,Medici di Marignano; Johann Jakob (1498–1555),1498,1555,m,Mailand,Mailand,57
15071,P,Habsburg; Margarita (1498–1537),1498,1537,w,,Lüttich,39
17956,S,Everaerts; Eberhard (1498–1561),1498,1561,m,Löwen in Brabant,Mechelen,63
12589,P,Hercolani; Caesar (1499–1534),1499,1534,m,Bagnacavallo,Forlì,35
13381,P,Aldobrandini; Silvester (1499–1558),1499,1558,m,Florenz,Rom,59
13530,P,Medici di Marignano; Johann Angel (1499–1565); Papst Pius IV.,1499,1565,m,Mailand,Rom,66
34390,S,Haiden; Sebald (1499–1561),1499,1561,m,Bruck an der Regnitz,Nürnberg,62
10500,P,Habsburg; Karl V. (1500–1558); Kaiser des Heiligen Römischen Reiches,1500,1558,m,Gent in Flandern,San Jerónimo de Yuste,58
10945,P,Gonzaga; Friedrich (1500–1540); Herzog von Mantua,1500,1540,m,Mantova,Marmirolo,40
10957,S,Gonzaga; Ludwig (1500–1532),1500,1532,m,Mantova,Vicovaro,32
11444,P,Welz; Moritz (1500–1555),1500,1555,m,Eberstein in Kärnten,Wien,55
12488,S,Habsburg; Barbara (1500–1550),1500,1550,w,,Fulnek,50
14902,F,Crawford; Maria (1500–1562),1500,1562,w,Augsburg,,62
17447,F,Geymann; Johann Heinrich (1500–1566),1500,1566,m,Gallspach im Hausruckviertel,Gallspach im Hausruckviertel,66
17942,F,Speth von Zwiefalten; Eberhard (1500–1538),1500,1538,m,Höpfigheim an der Murr,Höpfigheim an der Murr:Georgskirche,38
10677,P,Herberstein; Georg (1501–1560); Landeshauptmann der Steiermark,1501,1560,m,,,59
11883,P,Mattioli; Peter Andreas (1501–1578); Hofarzt,1501,1578,m,Siena,Trient,77
13400,P,Habsburg; Elisabeth (1501–1526); Königin von Dänemark,1501,1526,w,Brüssel,Zwĳnaarde,25
15783,S,Frundsberg; Kaspar (1501–1536),1501,1536,m,Mindelheim,Mindelheim,35
11550,P,Goëss; Damian (1502–1574),1502,1574,m,Alenquer,Alcobaça,72
19003,M,Leuchtenberg; Georg (1502–1555),1502,1555,m,Grünsfeld,Grünsfeld,53
10200,P,Habsburg; Ferdinand I. (1503–1564); Kaiser des Heiligen Römischen Reiches,1503,1564,m,Alcalá de Henares,Wien,61
10561,F,Khevenhüller; Christoph (1503–1557); Landeshauptmann von Kärnten,1503,1557,m,Straßburg in Kärnten,Landskron in Kärnten,54
11543,P,Manlich; Magdalena (1503–1563),1503,1563,w,Augsburg,,60
11908,P,Oldenburg; Christian (1503–1559); König von Dänemark,1503,1559,m,Gottorf,Kolding,56
12100,P,Jagiello; Anna (1503–1547); Königin des Heiligen Römischen Reiches,1503,1547,w,Ofen,Prag:Veitsdom,44
16952,P,Doria; Anton (1503–1577); Hofdiener,1503,1577,m,Santo Stefano d’Aveto,Neapel,74
10245,P,Erdődy; Peter (1504–1567); Ban von Kroatien,1504,1567,m,Eberau im Burgenland,Jaska,63
11994,M,Wettin; Friedrich (1504–1539),1504,1539,m,Dresden,Dresden,35
15072,P,Habsburg; Georg (1504–1557); Bischof von Lüttich,1504,1557,m,Gent in Flandern,Lüttich,53
17642,F,Schober von Tachenstein; Kaspar (1504–1532),1504,1532,m,Ingolstadt,Speyer:Dom,28
17957,S,Everaerts; Niklas (1504–1572),1504,1572,m,Löwen in Brabant,Venedig,68
11471,P,Hohenzollern; Joachim (1505–1571); Markgraf von Brandenburg,1505,1571,m,Kölln an der Spree,Köpenick,66
11904,F,Oldenburg; Anton (1505–1573),1505,1573,m,Oldenburg an der Hunte,Oldenburg an der Hunte,68
12930,S,Zay; Franz (1505–1570),1505,1570,m,Csömör,Uhrovec,65
13500,P,Habsburg; Maria (1505–1558); Königin von Ungarn,1505,1558,w,Mechelen,Cigales,53
14017,P,Cirksena; Eginhard (1505–1540),1505,1540,m,Greetsiel,Emden in Ostfriesland,35
15699,P,Gonzaga; Julia (1505–1566),1505,1566,w,Gazzuolo,Neapel,61
16134,M,Croy; Ruprecht (1505–1556); Bischof von Cambrai,1505,1556,m,,Cambrai:Kathedrale,51
17132,S,Rehlinger; Anna (1505–1548),1505,1548,w,Horgau an der Roth,Schwaz in Tirol,43
17532,M,Ilsung; Magdalena (1505–1561),1505,1561,w,Augsburg,Wien:Schottenkirche,56
19109,P,Fraunberg; Lassel (1505–1566),1505,1566,m,Haag am Inn,Haag am Inn,61
31155,M,Igelshofer; Franz (1505–1576); Niederösterreichischer Kammersekretär,1505,1576,m,Neustadt im Steinfeld,Wien,71
11651,S,Alessandrini; Julius (1506–1590); Hofarzt,1506,1590,m,Trient,Civezzano,84
12457,P,Tänzl von Trazberg; Maria (1506–1560),1506,1560,w,Tratzberg im Inntal,,54
12900,P,Jagiello; Ludwig (1506–1526); König von Ungarn,1506,1526,m,Ofen,Mohács,20
14880,M,Widmanstetter; Johann Albrecht (1506–1557),1506,1557,m,Nellingen auf der Alb,Regensburg,51
15784,M,Frundsberg; Balthasar (1506–1531); Mundschenk,1506,1531,m,Mindelheim,,25
10850,P,Gonzaga; Ferdinand (1507–1557); Graf von Guastalla,1507,1557,m,Mantova,Brüssel,50
12354,S,Hohenems; Wolfgang Theoderich (1507–1538),1507,1538,m,Hohenems,,31
12824,F,Khevenhüller; Siegmund (1507–1552),1507,1552,m,Hardegg an der Glan,Mörtenegg in Kärnten,45
14700,P,Habsburg; Katharina (1507–1578); Königin von Portugal,1507,1578,w,Torquemada,Lisboa,71
10333,M,Waldstein; Johann (1508–1576); Statthalter von Böhmen,1508,1576,m,,Prag,68
10403,S,Thurn; Franz (1508–1586); Landeshauptmann von Mähren,1508,1586,m,,,78
11409,M,Kurtz von Senftenau; Sebastian (1508–1568); Hofdiener,1508,1568,m,Niederdorf im Pustertal,Lindau im Bodensee,60
12282,M,Madrutsch; Niklas (1508–1572); Kämmerer,1508,1572,m,Madrutsch,Riva del Garda,64
13376,S,Frangipane; Kornel (1508–1588),1508,1588,m,Tarcento,Tarcento,80
17112,M,Prager von Windhaag; Lassel (1508–1558); Truchsess,1508,1558,m,Windhaag im Machland,,50
10923,S,Serbelloni; Gabriel (1509–1580); Großprior des Malteserordens in Ungarn,1509,1580,m,Mailand,Gorgonzola,71
11283,S,Zierotin; Karl (1509–1560); Hofkriegsrat,1509,1560,m,,Kolin an der Elbe,51
12205,M,Trautson; Johann (1509–1589); Obersthofmeister,1509,1589,m,,Prag,80
14234,M,Firmian; Margarita (1509–1548),1509,1548,w,Kronmetz im Etschtal,,39
14443,P,Scherffenberg; Johann (1509–1582); Landeshauptmann der Steiermark,1509,1582,m,Neustadt im Steinfeld,Spielberg an der Donau,73
15875,P,Salm; Wolfgang (1509–1555); Bischof von Passau,1509,1555,m,Marchegg,Passau,46
16368,M,Trivulzio; Johann Franz (1509–1573); Markgraf von Vigevano,1509,1573,m,Mailand,Mantova,64
17958,S,Everaerts; Hadrian (1509–1568),1509,1568,m,Mechelen,Brüssel,59
18787,M,Podiebrad; Johann (1509–1565); Herzog von Münsterberg,1509,1565,m,Oels,Oels,56
19035,P,Schönaich; Fabian (1509–1591); Hofkriegsrat,1509,1591,m,Linderode in der Lausitz,Beuthen an der Oder,82
12098,S,Losenstein; Theodemar (1510–1577); Landeshauptmann von Oberösterreich,1510,1577,m,Gschwendt an der Krems,Linz an der Donau,67
13301,P,Wittelsbach; Georg (1510–1596); Freiherr von Hegnenberg,1510,1596,m,Stepperg an der Donau,Ingolstadt,86
14258,S,Requesens; Maria (1510–1577); Oberstkämmerin,1510,1577,w,,Prag,67
15758,P,Batthyány; Christoph (1510–1570),1510,1570,m,Schlaining,,60
16073,P,Marschall von Pappenheim; Achaz (1510–1561),1510,1561,m,Wespenstein,Gräfenthal in Thüringen:Marienkirche,51
16940,P,Leyen von Gondorf; Johann (1510–1567); Erzbischof von Trier,1510,1567,m,Leyen an der Mosel,Koblenz am Rhein,57
17363,M,Gienger; Jakob (1510–1578); Hofkammerrat,1510,1578,m,Langenau an der Donau,Grünbichl im Mostviertel,68
17933,S,Kerecsényi von Kanyaföld; Lassel (1510–1566),1510,1566,m,,Weißenburg in Serbien,56
12239,S,Fernberger; Johann (1511–1584),1511,1584,m,Auer an der Etsch,Wien,73
12693,P,Balassa; Melchior (1511–1568),1511,1568,m,,Wien,57
14892,P,Correggio; Hieronym (1511–1572); Erzbischof von Tarent,1511,1572,m,Correggio,Rom,61
17568,F,Minckwitz; Kaspar (1511–1569),1511,1569,m,Drehna in der Lausitz,,58
17959,S,Everaerts; Johann (1511–1536),1511,1536,m,Haag in Holland,Saint Amand les Eaux,25
12288,P,Madrutsch; Christoph (1512–1578); Bischof von Trient,1512,1578,m,Madrutsch,Tivoli,66
14474,P,Radziwill; Niklas (1512–1584),1512,1584,m,Neswisch,Vilnius,72
17290,M,Lindegg; Kaspar (1512–1588); Reichshofratssekretär,1512,1588,m,Rovereid,Mollenburg,76
18786,F,Podiebrad; Georg (1512–1553),1512,1553,m,Oels,Oels,41
19120,F,Fünfkirchen; Johann (1512–1571),1512,1571,m,Poysbrunn im Weinviertel,Poysbrunn im Weinviertel,59
10953,P,Gonzaga; Karl (1513–1555); Fürst von Bozzolo,1513,1555,m,,Gazzuolo,42
11541,P,Manlich; Melchior (1513–1576),1513,1576,m,Augsburg,Freudenberg in der Oberpfalz,63
15698,P,Colonna; Elisabeth (1513–1570),1513,1570,w,,Neapel,57
12864,S,Harrach; Leonhard (1514–1590); Obersthofmeister,1514,1590,m,,Wien:Augustinerkirche,76
15023,S,Capet; Maximilian (1514–1558); Kämmerer,1514,1558,m,Bergen op Zoom,Zandenburg,44
17120,S,Kuenburg; Michael (1514–1560); Erzbischof von Salzburg,1514,1560,m,Sachsenburg an der Drau,Salzburg,46
17271,S,Chodkiewicz; Gregor (1514–1572),1514,1572,m,Vilnius,Supraśl,58
11211,P,Draskovich; Georg (1515–1587); Erzbischof von Kollotschau,1515,1587,m,Bilina in Dalmatien,Wien,72
12207,M,Mollard; Peter (1515–1576); Oberststallmeister,1515,1576,m,,Wien:Michaelerkirche,61
13660,S,Unverzagt; Georg (1515–1598),1515,1598,m,,Wien,83
14154,F,Herberstorff; Franz (1515–1560),1515,1560,m,Herberstorf am Waasen,Herberstorf am Waasen:Allerheiligenkirche,45
14311,P,Schurff; Johann Jakob (1515–1571),1515,1571,m,,Messina,56
14475,S,Radziwill; Niklas (1515–1565),1515,1565,m,Neswisch,Vilnius,50
16812,P,Gryfita; Philipp (1515–1560); Herzog in Pommern,1515,1560,m,Stettin,Wolgast,45
16970,P,Wettin; Sibylla (1515–1592),1515,1592,w,Freiberg in Sachsen,Buxtehude,77
19494,F,Rueber von Pixendorf; Wolfgang (1515–1555),1515,1555,m,,Grafenegg im Weinviertel,40
19517,F,Bombast von Hohenheim; Anna (1515–1574),1515,1574,w,Hohenheim auf den Fildern,Sulzburg im Breisgau:Schlosskirche,59
19870,F,Zoppel von Haus; Christoph (1515–1582),1515,1582,m,,Raggendorf,67
12512,P,Fugger; Johann Jakob (1516–1575),1516,1575,m,Augsburg,München,59
13130,S,Berg; Wilhelm (1516–1592); Herzog von Jülich,1516,1592,m,Düsseldorf,Düsseldorf,76
13681,F,Teuffenbach; Franz (1516–1579),1516,1579,m,,Sauerbrunn im Murtal,63
16951,P,Wettin; Emilia (1516–1591),1516,1591,w,Freiberg in Sachsen,Ansbach,75
17842,S,Biese; Niklas (1516–1573); Hofarzt,1516,1573,m,Gent in Flandern,Wien,57
11612,P,Perrenot de Granvelle; Anton (1517–1586); Erzbischof von Bisanz,1517,1586,m,Ornans,Vallecas,69
11643,S,Dodoens van Joenckema; Reinprecht (1517–1585); Hofarzt,1517,1585,m,Mechelen,Leiden in Holland,68
14065,P,Mansfeld; Peter Ernst (1517–1604),1517,1604,m,Heldrungen,Clausen in Luxemburg,87
15866,M,Vaudémont; Franz (1517–1545); Herzog von Lothringen,1517,1545,m,Nancy,Remiremont,28
11383,F,Berka von der Duba; Sbigneus (1518–1578); Großprior des Malteserordens in Böhmen,1518,1578,m,,Reichstadt in Böhmen,60
12697,S,Balassa; Johann (1518–1577),1518,1577,m,,,59
12908,S,Zrínyi; Niklas (1518–1566); Ban von Kroatien,1518,1566,m,Zrín in Slawonien,Szigetvár,48
17139,S,Schönberg; Wolfgang (1518–1584),1518,1584,m,Schneeberg im Erzgebirge,Nauensorge,66
17514,S,Fugger; Georg (1518–1569),1518,1569,m,Augsburg,,51
12580,S,Pallavicino; Sforza (1519–1585); Markgraf von Cortemaggiore,1519,1585,m,Fiorenzuola d’Arda,Salò,66
13330,M,Medici; Kosmas (1519–1574); Großherzog der Toskana,1519,1574,m,Florenz,Florenz,55
14084,S,Zimmern; Frowin Christoph (1519–1566),1519,1566,m,Mespelbrunn im Spessart,Meßkirch an der Ablach,47
15338,P,Helfenstein; Georg (1519–1573),1519,1573,m,Bamberg,Neufra an der Donau:Schlosskirche,54
16740,S,Würtzburg; Veit (1519–1577); Bischof von Bamberg,1519,1577,m,Rothenkirchen im Frankenwald,Bamberg,58
17840,S,Kraft von Kraftheim; Johann (1519–1585); Hofarzt,1519,1585,m,Breslau,Breslau,66
11212,P,Draskovich; Kaspar (1520–1591),1520,1591,m,Bilina in Dalmatien,Drachenstein in Kroatien,71
13341,P,Bentivoglio; Kornel (1520–1585),1520,1585,m,Ferrara,Ferrara,65
14362,S,Ligne; Johann (1520–1568); Graf von Arenberg,1520,1568,m,Barbençon,Heiligerlee,48
15460,M,Myslik von Hirschau; Adam (1520–1581),1520,1581,m,Hirschau im Böhmerwald,Prag,61
17041,S,Piastowicz; Friedrich (1520–1570); Herzog in Schlesien,1520,1570,m,Liegnitz,,50
19495,F,Rueber von Pixendorf; Leopold (1520–1556); Abt von Göttweig,1520,1556,m,,Göttweig,36
13522,S,Hohenems; Mark Sittich (1521–1565),1521,1565,m,Hohenems,,44
11494,P,Hohenzollern; Albrecht (1522–1557); Landesherr von Kulmbach,1522,1557,m,Ansbach,Pforzheim,35
13269,S,Teufel von Guntersdorf; Andreas (1522–1592); Oberststallmeister,1522,1592,m,,Guntersdorf im Weinviertel,70
13708,F,Schwendi von Hohenlandsberg; Lazar (1522–1583),1522,1583,m,Biberach am Rotbach,Kirchhofen im Breisgau,61
13990,P,Álvarez de Toledo; Eleonora (1522–1562); Herzogin von Florenz,1522,1562,w,Alba de Tormes,Pisa,40
15092,P,Egmond; Lamoral (1522–1568); Statthalter von Flandern,1522,1568,m,Elzele,Brüssel,46
19719,S,Harrach; Ursula (1522–1554),1522,1554,w,,Augsburg,32
10776,P,Taxis; Leonhard (1523–1612); Kämmerer,1523,1612,m,,Brüssel:Sandkirche,89
11016,S,Eder; Georg (1523–1587); Reichshofrat,1523,1587,m,Freising,Wien,64
11668,F,Neustetter genannt Stürmer; Erasam (1523–1594),1523,1594,m,Schönfeld im Lochautal,Würzburg,71
17663,P,Pernstein; Maria (1523–1566),1523,1566,w,Kromau in Mähren,,43
31021,P,Butzlin; Valentin (1523–1574),1523,1574,m,Wangen am Untersee,Überlingen am Bodensee,51
17622,M,Schwanberg; Johann Erasam (1524–1580); Oberstmünzmeister in Böhmen,1524,1580,m,Haid im Böhmerwald,,56
11472,P,Hohenzollern; Johann Georg (1525–1598); Markgraf von Brandenburg,1525,1598,m,Kölln an der Spree,Kölln an der Spree,73
11720,M,Trczka von Leipa; Burian (1525–1591); Landesunterkämmerer von Böhmen,1525,1591,m,,Swietla an der Sasau,66
12887,S,Windischgrätz; Pankraz (1525–1591),1525,1591,m,,,66
12917,P,Dersffy von Zerdahely; Sophia (1525–1569),1525,1569,w,,,44
13211,P,Stubenberg; Wolfgang (1525–1597); Oberstkämmerer,1525,1597,m,,Graz,72
13904,P,Krusics; Johann (1525–1580),1525,1580,m,Lindenkogel in der Untersteiermark,Wien,55
14001,F,Raitenau; Johann Werner (1525–1593),1525,1593,m,Lochau am Bodensee,Szombor,68
14172,P,Beck von Leopoldsdorf; Hieronym (1525–1596); Hofkammerrat,1525,1596,m,Leopoldsdorf in der Feuchten Ebene,Ebreichsdorf,71
14875,S,Hagek; Thaddai (1525–1600),1525,1600,m,Prag,Prag,75
15591,S,Obizzi; Pius Aeneas (1525–1589),1525,1589,m,Padua,,64
19024,F,Prüschenk von Hardegg; Wolfgang Theoderich (1525–1564),1525,1564,m,,Letowitz in Mähren,39
31222,F,Köferl; Kaspar (1525–1585); Hofkontrolleur,1525,1585,m,Eschenbach in der Oberpfalz,Regensburg,60
31488,S,Poppendorf; Franz (1525–1583); Hofkriegsrat,1525,1583,m,,Palmburg,58
10271,F,Forgách; Simon (1526–1598),1526,1598,m,,Hertnecht,72
13003,S,Attems; Jakob (1526–1590); Obersthofmeister,1526,1590,m,Görz,Gradisch an der Isnitz,64
13299,P,Gail; Andreas (1526–1587); Reichshofrat,1526,1587,m,Köln am Rhein,Köln am Rhein,61
13853,M,Spinola; Mark Anton (1526–1604); Graf von Tassarolo,1526,1604,m,,,78
14373,P,Rosenberg; Joachim (1526–1565); Oberstkanzler von Böhmen,1526,1565,m,Neuhaus in Böhmen,Wien,39
14988,P,Escluse; Karl (1526–1609); Hofdiener,1526,1609,m,Atrecht,Leiden in Holland,83
16138,P,Croy; Philipp (1526–1595),1526,1595,m,Valenciennes,Venedig,69
17119,M,Berg von Herrndorf; Joachim (1526–1602); Reichshofrat,1526,1602,m,Herrndorf in Niederschlesien,Sprottau,76
34391,S,Haiden; Christian (1526–1576),1526,1576,m,Nürnberg,Nürnberg,50
10060,P,Habsburg; Maximilian II. (1527–1576); Kaiser des Heiligen Römischen Reiches,1527,1576,m,Wien,Regensburg,49
10264,S,Dietrichstein; Adam (1527–1590); Obersthofmeister,1527,1590,m,Graz,Nikolsburg in Mähren,63
12854,P,Solms; Ernst (1527–1590),1527,1590,m,Lich in der Wetterau,Lich in der Wetterau,63
14376,P,Rosenberg; Zacharias (1527–1589); Landeshauptmann von Mähren,1527,1589,m,Neuhaus in Böhmen,Teltsch,62
10373,P,Auersperg; Herbert (1528–1575); Landeshauptmann von Krain,1528,1575,m,Wien,Donji Budački,47
10642,S,Teuffenbach; Christoph (1528–1598); Hofkriegsrat,1528,1598,m,,Prag,70
12000,P,Wittelsbach; Albrecht (1528–1579); Herzog in Bayern,1528,1579,m,München,München,51
12323,S,Pernstein; Jaroslaus (1528–1569); Oberststallmeister,1528,1569,m,Kromau in Mähren,,41
12600,P,Habsburg; Maria (1528–1603); Kaiserin des Heiligen Römischen Reiches,1528,1603,w,Madrid,Madrid,75
12700,P,Habsburg; Anna (1528–1590); Herzogin in Bayern,1528,1590,w,Prag,München,62
15789,P,Salm; Johann (1528–1600),1528,1600,m,Salm in den Ardennen,Nancy,72
16369,M,Gonzaga; Laura (1528–    ),1528,,w,,,0
10502,S,Fugger; Mark (1529–1597),1529,1597,m,,Augsburg,68
10646,P,Herberstein; Georg (1529–1580); Landeshauptmann der Steiermark,1529,1580,m,Herberstein an der Feistritz,Stubenberg am See,51
10800,P,Habsburg; Ferdinand (1529–1595); Landesherr von Tirol,1529,1595,m,Linz an der Donau,Innsbruck:Silberne Kapelle,66
14297,P,Hohenzollern; Sabina (1529–1575),1529,1575,w,Ansbach,Kölln an der Spree,46
14497,S,Rueber von Pixendorf; Johann Baptist (1529–1584); Kämmerer,1529,1584,m,,Sárosvár,55
10086,S,Auersperg; Volkhard (1530–1591); Oberststallmeister,1530,1591,m,,Baden am Gebirge,61
10801,P,Löwenstein; Ludwig (1530–1611); Reichshofratspräsident,1530,1611,m,Vaihingen an der Enz,Wertheim am Main,81
11445,F,Welz; Christoph (1530–1566),1530,1566,m,Frauenstein in Kärnten,Radkersburg,36
12216,S,Khisl von Kaltenbrunn; Johann (1530–1591); Hofkammerpräsident,1530,1591,m,Kaltenbrunn an der Laibach,Graz,61
12313,M,Pernstein; Barzel (1530–1582); Oberstkanzler von Böhmen,1530,1582,m,Meseritsch in Mähren,Linz an der Donau,52
12355,S,Hohenems; Jakob Hannibal (1530–1587); Kämmerer,1530,1587,m,Bludenz,Hohenems,57
12623,S,Báthory; Christoph (1530–1581); Fürst von Siebenbürgen,1530,1581,m,Schomlenmarkt,Weißenburg in Siebenbürgen,51
12661,F,Herberstein; Georg (1530–1570); Truchsess,1530,1570,m,,Wien:Michaelerkirche,40
12882,S,Cobenzl; Johann (1530–1594); Landeshauptmann von Krain,1530,1594,m,Sankt Daniel am Karst,Regensburg,64
13567,P,Gonzaga; Siegmund (1530–1567); Fürst von Vescovado,1530,1567,m,,Mantova,37
13903,M,Salamanca; Bernhard (1530–1557),1530,1557,m,Ortenburg in Kärnten,,27
14012,P,Welser von Zinnenberg; Philippina (1530–1580),1530,1580,w,Augsburg,Innsbruck:Silberne Kapelle,50
17007,S,Sponheim; Joachim (1530–1600); Landesherr von Ortenburg im Wolfachtal,1530,1600,m,Mattighofen,Nürnberg,70
17011,S,Fugger; Ursula (1530–1570),1530,1570,w,Augsburg,Ortenburg im Wolfachtal,40
17533,M,Kölnpöck von Salaberg; Barbara (1530–    ),1530,,w,Salaberg im Mostviertel,,0
10505,S,Fugger; Johann (1531–1598),1531,1598,m,Augsburg,Augsburg,67
10876,M,Salm; Julius (1531–1595); Reichshofrat,1531,1595,m,Neuburg am Inn,Göding an der March,64
11700,S,Habsburg; Maria (1531–1581); Herzogin von Jülich,1531,1581,w,Prag,Hambach in der Eifel,50
10514,S,Fugger; Katharina (1532–1585),1532,1585,w,,,53
11531,F,Isenburg; Salentin (1532–1610); Erzbischof von Köln,1532,1610,m,Isenburg im Westerwald,Arenfels am Rhein,78
12283,P,Madrutsch; Ludwig (1532–1600); Bischof von Trient,1532,1600,m,Trient,Rom,68
14018,P,Cirksena; Eginhard (1532–1599),1532,1599,m,Greetsiel,Aurich in Ostfriesland,67
14272,P,Thurzó von Bethlenfalva; Elisabeth (1532–1574),1532,1574,w,,,42
17549,P,Herberstein; Leopold (1532–1606); Hofkriegsrat,1532,1606,m,,,74
19191,F,Prüschenk von Hardegg; Heinrich (1532–1577),1532,1577,m,,Hautzental im Weinviertel,45
10087,S,Khuen von Belasi; Rudolf (1533–1581); Oberststallmeister,1533,1581,m,Lichtenberg im Pinzgau,Wien:Dorotheerkirche,48
10515,P,Esterházy; Franz (1533–1604),1533,1604,m,Pressburg,Gallandau,71
10866,P,Gonzaga; Caesar (1533–1575); Graf von Guastalla,1533,1575,m,,Guastalla,42
12028,S,Thurn; Jobst Joseph (1533–1589); Hofkriegsrat,1533,1589,m,,,56
12506,S,Ercilla; Alfons (1533–1594); Kämmerer,1533,1594,m,Madrid,Madrid,61
12538,S,Savelli; Bernhard (1533–1590),1533,1590,m,Rom,,57
12622,S,Báthory; Stephan (1533–1586); König von Polen,1533,1586,m,Schomlenmarkt,Garten an der Memel,53
12825,F,Khevenhüller; Georg (1533–1587); Landeshauptmann von Kärnten,1533,1587,m,Pittersberg in Kärnten,Klagenfurt am Wörthersee,54
13652,P,Hohenems; Mark Sittich (1533–1595); Bischof von Konstanz,1533,1595,m,Hohenems,Rom,62
